0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-11752.0,-7244.0,-8364.0,757.0,312.0,467.0,-5324.0,-5120.0,15644.0,-1556.0,512.0,-451.0,8104.0,12624.0,7696.0,1293.0,-1327.0,360.0
-11976.0,-7536.0,-7936.0,349.0,-316.0,486.0,-5276.0,-4496.0,15456.0,-1184.0,548.0,-38.0,7756.0,12068.0,8244.0,55.0,31.0,584.0
-12100.0,-7648.0,-6756.0,-144.0,-486.0,446.0,-5176.0,-3264.0,15380.0,-731.0,417.0,214.0,8340.0,10944.0,9236.0,-609.0,290.0,316.0
-11936.0,-7904.0,-5808.0,-85.0,-153.0,630.0,-4984.0,-2416.0,15212.0,-70.0,164.0,-108.0,8144.0,10696.0,9440.0,-968.0,312.0,-161.0
-11980.0,-7568.0,-5896.0,-586.0,329.0,739.0,-4880.0,-1928.0,16108.0,-346.0,-32.0,-296.0,7724.0,10584.0,9812.0,-1199.0,63.0,-301.0
-12092.0,-7488.0,-5568.0,-798.0,365.0,666.0,-4540.0,-2520.0,14952.0,186.0,-188.0,-52.0,7388.0,10204.0,9888.0,-865.0,408.0,-475.0
-11960.0,-7576.0,-5364.0,-433.0,744.0,666.0,-4268.0,-1800.0,16352.0,-260.0,-122.0,69.0,7640.0,10092.0,9928.0,-363.0,-114.0,301.0
-12048.0,-7904.0,-5352.0,-448.0,923.0,541.0,-4288.0,-2500.0,14916.0,-87.0,-175.0,175.0,7444.0,10404.0,9412.0,-63.0,305.0,-246.0
-11800.0,-8148.0,-5088.0,-219.0,1363.0,607.0,-4076.0,-1156.0,15980.0,516.0,-94.0,-121.0,7452.0,9512.0,10832.0,1047.0,1.0,-802.0
-11876.0,-8152.0,-5004.0,-236.0,2303.0,904.0,-3152.0,-1056.0,16560.0,649.0,407.0,-644.0,7468.0,9744.0,10200.0,832.0,-509.0,-1278.0
-11932.0,-8628.0,-4756.0,-976.0,3047.0,1152.0,-2224.0,-1016.0,17192.0,466.0,919.0,-567.0,6272.0,10304.0,11900.0,1658.0,-1067.0,-1516.0
-12140.0,-8740.0,-4880.0,-1702.0,4130.0,1698.0,-1952.0,-1488.0,17624.0,413.0,1498.0,-201.0,5520.0,11008.0,12192.0,2236.0,-1673.0,-865.0
-12184.0,-9240.0,-5596.0,-2245.0,4026.0,1832.0,-3672.0,-1296.0,18044.0,-943.0,1997.0,-118.0,6688.0,11280.0,11344.0,3793.0,-2285.0,-137.0
-12256.0,-9980.0,-5692.0,-1849.0,3734.0,1816.0,-3688.0,-2212.0,17112.0,-1578.0,2028.0,-850.0,6456.0,11932.0,10604.0,2811.0,-2932.0,-347.0
-12296.0,-9764.0,-5384.0,-1138.0,3766.0,2411.0,-2952.0,-2360.0,16036.0,-230.0,1901.0,-1271.0,6660.0,10676.0,10104.0,2229.0,-2976.0,-920.0
-12256.0,-9628.0,-5068.0,-1494.0,3832.0,2931.0,-1728.0,-1772.0,17040.0,937.0,1976.0,-1114.0,5688.0,10520.0,11864.0,1857.0,-3253.0,-1100.0
-12104.0,-9012.0,-4464.0,-2200.0,4682.0,3730.0,-1060.0,-392.0,18080.0,1132.0,2820.0,-1026.0,6424.0,9144.0,12488.0,2776.0,-3777.0,-950.0
-11968.0,-8920.0,-4608.0,-2983.0,5763.0,4462.0,-2208.0,520.0,17892.0,314.0,3594.0,-1263.0,6292.0,10608.0,11980.0,4392.0,-4816.0,-2005.0
-11808.0,-7804.0,-5324.0,-3251.0,7044.0,4775.0,-3708.0,560.0,18384.0,-1098.0,4764.0,-2048.0,6896.0,10412.0,10868.0,4811.0,-5638.0,-518.0
-12128.0,-7488.0,-5588.0,-3103.0,6338.0,4489.0,-5428.0,-184.0,15848.0,-2967.0,4649.0,-2656.0,7616.0,12060.0,9676.0,3675.0,-6782.0,297.0
-11660.0,-7216.0,-5236.0,-1663.0,6420.0,4338.0,-5356.0,644.0,15952.0,-3451.0,4253.0,-4267.0,9736.0,7568.0,5644.0,3391.0,-8186.0,-843.0
-11744.0,-6276.0,-4776.0,-951.0,7185.0,4140.0,-3868.0,444.0,14844.0,-1948.0,5511.0,-4883.0,8380.0,9152.0,11832.0,3563.0,-7644.0,-2335.0
-11484.0,-6076.0,-4960.0,-2072.0,8224.0,3977.0,-2640.0,988.0,16128.0,-3418.0,5646.0,-4442.0,6996.0,9176.0,10952.0,4970.0,-5960.0,-3045.0
-11412.0,-5924.0,-5000.0,-3553.0,9618.0,4274.0,-1896.0,612.0,15520.0,-4447.0,6904.0,-3914.0,7272.0,8040.0,10304.0,6645.0,-7091.0,-2155.0
-11160.0,-5156.0,-6228.0,-4963.0,10947.0,3985.0,-4808.0,2188.0,18100.0,-7117.0,8089.0,-3829.0,7508.0,10216.0,9536.0,9210.0,-7972.0,-1086.0
-10864.0,-5488.0,-6688.0,-5337.0,10721.0,3453.0,-6316.0,-624.0,14068.0,-10111.0,7889.0,-4477.0,8056.0,10988.0,8424.0,9041.0,-10636.0,590.0
-10468.0,-5484.0,-5824.0,-3920.0,12098.0,2806.0,-7476.0,-1012.0,12788.0,-8970.0,6758.0,-5341.0,11092.0,9108.0,5560.0,8973.0,-8429.0,-2279.0
-9944.0,-6320.0,-6040.0,-3207.0,11646.0,3527.0,-4876.0,-2300.0,11876.0,-6959.0,6512.0,-7339.0,9408.0,10596.0,4772.0,4585.0,-8127.0,-3792.0
-10320.0,-4972.0,-8016.0,-1002.0,10879.0,4780.0,-4608.0,-1664.0,12508.0,-4852.0,7489.0,-7485.0,7892.0,9200.0,7896.0,4441.0,-6457.0,-4770.0
-9648.0,-3532.0,-8964.0,-2105.0,12260.0,4267.0,-3716.0,-428.0,15780.0,-7484.0,6333.0,-6450.0,7588.0,9800.0,7484.0,8479.0,-6808.0,-4248.0
-9372.0,-2756.0,-9184.0,-7886.0,14439.0,3087.0,-5472.0,-1720.0,14484.0,-10084.0,7842.0,-4956.0,8316.0,11180.0,6612.0,6887.0,-6022.0,-3613.0
-10092.0,-4020.0,-12176.0,-7655.0,13273.0,1657.0,-9128.0,-1984.0,11680.0,-13930.0,8508.0,-4165.0,8200.0,13360.0,3368.0,8759.0,-7377.0,-1233.0
-10124.0,-4748.0,-13544.0,-5976.0,11295.0,315.0,-9124.0,-5860.0,9528.0,-12328.0,7228.0,-4641.0,10064.0,11892.0,2956.0,5103.0,-5404.0,-567.0
-9320.0,-6148.0,-11440.0,-3628.0,10652.0,206.0,-6980.0,-7648.0,8108.0,-11408.0,4165.0,-5031.0,8980.0,11528.0,1716.0,7381.0,-6930.0,-1978.0
-7872.0,-6260.0,-10508.0,-3751.0,11879.0,2114.0,-3832.0,-9108.0,8320.0,-4230.0,4751.0,-5426.0,7760.0,11152.0,508.0,1917.0,-2851.0,-5226.0
-6568.0,-3676.0,-10196.0,-2750.0,14082.0,4028.0,-3848.0,-5224.0,12260.0,-1818.0,5679.0,-5481.0,6404.0,11980.0,4360.0,-3974.0,499.0,-5905.0
-5744.0,-1012.0,-11556.0,-6313.0,14632.0,4135.0,-3044.0,-3864.0,15356.0,-5552.0,7842.0,-4117.0,5744.0,10980.0,4468.0,-431.0,-100.0,-4967.0
-6204.0,-1148.0,-13176.0,-9490.0,14839.0,2888.0,-8308.0,-6724.0,11736.0,-10494.0,8004.0,-2192.0,6856.0,12604.0,3536.0,6988.0,-3114.0,-2962.0
-6236.0,-2208.0,-13980.0,-8877.0,12664.0,1111.0,-11416.0,-8280.0,8356.0,-13175.0,6749.0,-1935.0,9472.0,13824.0,-892.0,12133.0,-6641.0,-614.0
-4744.0,-3344.0,-13712.0,-5932.0,11065.0,492.0,-9112.0,-9472.0,7076.0,-12279.0,4723.0,-3341.0,8284.0,13116.0,-2968.0,8342.0,-5831.0,-2297.0
-3964.0,-2252.0,-12992.0,-3358.0,12100.0,2578.0,-7180.0,-11592.0,2492.0,-4271.0,5285.0,-3684.0,7892.0,12364.0,-3228.0,3672.0,-3284.0,-6005.0
-3424.0,-1000.0,-13268.0,-4387.0,12999.0,3748.0,-6500.0,-10068.0,5920.0,-1704.0,2085.0,-2713.0,6960.0,11640.0,-1440.0,3200.0,-2093.0,-6470.0
-2504.0,16.0,-13664.0,-5390.0,14129.0,4309.0,-7008.0,-9472.0,7956.0,-795.0,3093.0,-1482.0,6096.0,12816.0,-2020.0,4919.0,-1944.0,-5983.0
-1964.0,700.0,-14872.0,-6719.0,14076.0,3881.0,-8860.0,-8996.0,8560.0,-2869.0,3801.0,-1316.0,7304.0,14532.0,-2872.0,7411.0,-3643.0,-4968.0
-1812.0,1336.0,-16148.0,-7093.0,13621.0,2754.0,-11056.0,-8668.0,9128.0,-7194.0,3874.0,-2088.0,7332.0,15868.0,-3588.0,10758.0,-5307.0,-3872.0
-1284.0,720.0,-16152.0,-6225.0,12484.0,2026.0,-10060.0,-12232.0,6036.0,-8058.0,4343.0,-2250.0,7492.0,14936.0,-5036.0,7719.0,-4803.0,-3175.0
-472.0,-384.0,-16516.0,-4901.0,11936.0,2623.0,-10164.0,-12700.0,5972.0,-6152.0,5170.0,-3332.0,7752.0,16040.0,-7068.0,8236.0,-5069.0,-4598.0
-560.0,-16.0,-16756.0,-2957.0,12357.0,3707.0,-9968.0,-15356.0,2896.0,-839.0,4061.0,-3419.0,6932.0,15904.0,-5660.0,4724.0,-3316.0,-5848.0
-44.0,1564.0,-18060.0,-3236.0,12358.0,3669.0,-9524.0,-13512.0,7756.0,-212.0,3182.0,-2070.0,7396.0,16220.0,-6284.0,6634.0,-2565.0,-5801.0
-64.0,2228.0,-19420.0,-3817.0,11621.0,2769.0,-11772.0,-13420.0,9216.0,-1006.0,4053.0,-1168.0,7604.0,17808.0,-5680.0,5904.0,-1098.0,-4027.0
-312.0,1460.0,-20940.0,-4034.0,9607.0,1338.0,-14212.0,-14448.0,10240.0,-5023.0,2858.0,-1347.0,9096.0,19400.0,-6588.0,7439.0,-1747.0,-2669.0
-564.0,180.0,-21464.0,-3187.0,6687.0,205.0,-14312.0,-16308.0,8936.0,-6678.0,1451.0,-1906.0,8856.0,21144.0,-7304.0,5464.0,-1889.0,-2069.0
-748.0,-388.0,-21040.0,-715.0,4670.0,62.0,-13832.0,-15324.0,8848.0,-5713.0,984.0,-3138.0,8792.0,20440.0,-6172.0,4420.0,-2391.0,-2652.0
-644.0,-108.0,-20564.0,485.0,4354.0,568.0,-10404.0,-15332.0,9852.0,-4846.0,705.0,-3687.0,8048.0,19088.0,-5340.0,3144.0,-1897.0,-3334.0
-1456.0,384.0,-20776.0,-466.0,3858.0,809.0,-10772.0,-15400.0,10632.0,-3652.0,1062.0,-2623.0,7332.0,19832.0,-4020.0,4077.0,-1693.0,-2230.0
-2056.0,-380.0,-21096.0,-1431.0,2271.0,290.0,-11668.0,-15956.0,10148.0,-2879.0,574.0,-1037.0,7660.0,20476.0,-3964.0,4375.0,-968.0,-1154.0
-2280.0,-1272.0,-20568.0,-1070.0,920.0,121.0,-10756.0,-15208.0,11260.0,-2058.0,429.0,-308.0,7992.0,20040.0,-3676.0,3478.0,-398.0,-455.0
-2164.0,-1688.0,-19956.0,-112.0,588.0,164.0,-11572.0,-13208.0,11516.0,-1342.0,245.0,-465.0,7948.0,19624.0,-3152.0,1507.0,82.0,-336.0
-2308.0,-1760.0,-19140.0,832.0,217.0,280.0,-10248.0,-12944.0,11528.0,-1428.0,79.0,-1150.0,7288.0,19028.0,-3144.0,875.0,-406.0,-515.0
-2536.0,-1084.0,-18320.0,1032.0,-253.0,307.0,-9324.0,-12616.0,11140.0,-1128.0,300.0,-582.0,7280.0,17300.0,-4300.0,414.0,-520.0,0.0
-2532.0,-1228.0,-17748.0,243.0,-620.0,22.0,-9292.0,-11668.0,10904.0,-1217.0,492.0,-223.0,7160.0,17344.0,-2424.0,1112.0,-118.0,358.0
-2476.0,-1660.0,-17168.0,380.0,-570.0,12.0,-9380.0,-11356.0,10344.0,-810.0,292.0,-188.0,7036.0,17120.0,-2820.0,-222.0,824.0,84.0
-2464.0,-1288.0,-16792.0,382.0,-611.0,27.0,-8600.0,-11368.0,10268.0,-554.0,-101.0,-29.0,6748.0,16044.0,-1688.0,-2218.0,1352.0,175.0
-1836.0,-1452.0,-16372.0,-130.0,-467.0,-80.0,-9024.0,-9992.0,10548.0,-1044.0,-262.0,-206.0,7208.0,16448.0,-2784.0,-1329.0,576.0,12.0
-2100.0,-1720.0,-16132.0,373.0,-31.0,145.0,-9612.0,-10780.0,9220.0,-799.0,-502.0,-1041.0,7356.0,16036.0,-2428.0,-3690.0,1382.0,-740.0
-2184.0,-1292.0,-16124.0,1069.0,-18.0,-77.0,-8188.0,-11116.0,9740.0,-113.0,-855.0,-925.0,6328.0,15868.0,-2172.0,-3644.0,1909.0,-671.0
-2072.0,-1360.0,-15792.0,429.0,-88.0,-142.0,-8332.0,-10188.0,10000.0,-345.0,-598.0,-616.0,6344.0,15516.0,-1268.0,-3576.0,1861.0,-744.0
-2236.0,-1936.0,-15696.0,584.0,59.0,20.0,-8480.0,-10144.0,10108.0,-370.0,-683.0,-1109.0,6592.0,16052.0,-1684.0,-2741.0,833.0,-999.0
-2268.0,-2080.0,-15648.0,1408.0,326.0,401.0,-8580.0,-10244.0,9620.0,160.0,-960.0,-1647.0,6676.0,15888.0,-1232.0,-2566.0,83.0,-1641.0
-2216.0,-1308.0,-15780.0,1597.0,619.0,496.0,-7404.0,-9820.0,10752.0,35.0,-898.0,-1637.0,6248.0,15124.0,-828.0,-2801.0,241.0,-1628.0
-2120.0,-1960.0,-15636.0,829.0,1047.0,466.0,-8088.0,-9768.0,10484.0,-334.0,-646.0,-1609.0,6432.0,15656.0,-840.0,-975.0,-293.0,-1920.0
-2328.0,-2744.0,-15696.0,1699.0,1583.0,1058.0,-8664.0,-9640.0,10448.0,-16.0,-747.0,-3074.0,6704.0,16804.0,-1896.0,-988.0,-1120.0,-2585.0
-2384.0,-2304.0,-16084.0,2677.0,1955.0,1495.0,-7764.0,-10432.0,10800.0,60.0,-584.0,-3560.0,5884.0,15744.0,-232.0,-1806.0,-1280.0,-3298.0
-1744.0,-3384.0,-16044.0,2917.0,2438.0,2159.0,-9376.0,-9200.0,10708.0,227.0,-680.0,-5346.0,7504.0,17192.0,-1688.0,-159.0,-3656.0,-4982.0
-1924.0,-3964.0,-16452.0,5321.0,3829.0,3055.0,-11120.0,-9800.0,9632.0,484.0,-1942.0,-8382.0,8308.0,17420.0,-1524.0,-2137.0,-5340.0,-7882.0
-1540.0,-4924.0,-16556.0,9219.0,5114.0,3968.0,-13032.0,-7972.0,9868.0,1054.0,-3651.0,-13029.0,9968.0,17508.0,-2200.0,-391.0,-9564.0,-12627.0
-1180.0,-5496.0,-16652.0,14747.0,7355.0,5064.0,-13620.0,-6788.0,9488.0,760.0,-5943.0,-19388.0,10376.0,17548.0,-3268.0,-2363.0,-13125.0,-18702.0
-1120.0,-6420.0,-16548.0,20540.0,9363.0,6621.0,-12236.0,-7088.0,9284.0,2011.0,-7794.0,-26487.0,9032.0,18204.0,-4060.0,-3419.0,-18495.0,-24324.0
-1096.0,-6704.0,-16868.0,26388.0,10722.0,8112.0,-10056.0,-6384.0,10324.0,2034.0,-9210.0,-32666.0,7540.0,16856.0,-1904.0,-9987.0,-20385.0,-28066.0
-696.0,-8552.0,-16424.0,32198.0,12525.0,9718.0,-8764.0,-5112.0,10652.0,1347.0,-10824.0,-32768.0,5724.0,17160.0,-4016.0,-12383.0,-25821.0,-31779.0
68.0,-9608.0,-16724.0,32767.0,13880.0,12370.0,-5216.0,-5924.0,10764.0,995.0,-10967.0,-32768.0,5944.0,16816.0,-3348.0,-23564.0,-27579.0,-32768.0
796.0,-11336.0,-17216.0,32767.0,15218.0,15670.0,-4112.0,-5328.0,9524.0,3566.0,-10774.0,-32768.0,3448.0,17080.0,-3360.0,-25871.0,-32768.0,-32768.0
880.0,-10956.0,-17716.0,32767.0,15688.0,18580.0,368.0,-7940.0,9692.0,7964.0,-7657.0,-32768.0,4168.0,14412.0,-3344.0,-32768.0,-32768.0,-32768.0
528.0,-8520.0,-17112.0,32767.0,16220.0,19170.0,3936.0,-7016.0,9120.0,11849.0,-4383.0,-32768.0,4496.0,9140.0,-60.0,-32768.0,-32768.0,-32768.0
648.0,-8240.0,-16084.0,32767.0,15067.0,17816.0,3988.0,-5004.0,12880.0,8076.0,-6105.0,-32768.0,2432.0,9396.0,2360.0,-32768.0,-32768.0,-32768.0
-636.0,-4760.0,-15352.0,32767.0,14111.0,15063.0,8436.0,-7016.0,12976.0,11241.0,1831.0,-32768.0,-13936.0,20924.0,2976.0,-29309.0,-28241.0,-22969.0
-1488.0,-6716.0,-13300.0,32767.0,9926.0,13158.0,11260.0,-11272.0,17324.0,-586.0,-642.0,-32768.0,-332.0,14296.0,9316.0,-32768.0,-27212.0,-7513.0
-1160.0,-12144.0,-10096.0,32767.0,5661.0,9908.0,5236.0,-10508.0,5648.0,2855.0,1121.0,-32768.0,3464.0,9128.0,8564.0,-32768.0,-32768.0,-7189.0
-724.0,-15404.0,-9144.0,32767.0,3780.0,10149.0,2956.0,-8460.0,4612.0,11199.0,21.0,-32768.0,-2352.0,14112.0,-4636.0,-29078.0,-32768.0,-10112.0
-1668.0,-16360.0,-8852.0,32767.0,-7238.0,13423.0,7500.0,-8316.0,9100.0,18338.0,1197.0,-32768.0,3420.0,11188.0,1476.0,-32768.0,-32768.0,-2930.0
-3620.0,-16116.0,-11104.0,32767.0,-3246.0,11191.0,7244.0,-2356.0,13616.0,22613.0,2693.0,-32768.0,7128.0,1536.0,316.0,-32768.0,-30746.0,-5978.0
-2148.0,-12004.0,-4032.0,32767.0,-3517.0,11611.0,8520.0,-2380.0,9820.0,19859.0,-441.0,-32768.0,-7660.0,6848.0,4712.0,-32768.0,-17490.0,-6284.0
-3544.0,-8204.0,-3380.0,32767.0,-3528.0,9432.0,12948.0,-8180.0,11064.0,16778.0,-937.0,-32768.0,-1720.0,5440.0,22672.0,-32768.0,-7399.0,10530.0
-2340.0,-7896.0,-540.0,32767.0,-8932.0,4202.0,11128.0,-1024.0,10392.0,27275.0,6349.0,-32501.0,4620.0,-3484.0,16612.0,-32768.0,-16078.0,6076.0
-1264.0,-15544.0,3152.0,32767.0,-4685.0,4553.0,5136.0,7568.0,13484.0,24147.0,3802.0,-32768.0,5196.0,-28.0,11164.0,-32768.0,-16738.0,791.0
