0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-9556.0,-13980.0,-728.0,-150.0,-2330.0,1310.0,-6004.0,-11724.0,11108.0,-319.0,-923.0,2508.0,15292.0,-3260.0,-2880.0,3289.0,1778.0,2392.0
-9884.0,-14796.0,-1672.0,1558.0,-3627.0,2590.0,-4824.0,-14988.0,8368.0,1677.0,-880.0,3121.0,15020.0,264.0,-1232.0,2635.0,3842.0,5040.0
-9636.0,-14240.0,-2812.0,3328.0,-5356.0,3838.0,-2440.0,-16816.0,9716.0,4880.0,-801.0,5839.0,16172.0,328.0,600.0,4265.0,3704.0,7879.0
-9428.0,-14936.0,-3488.0,3960.0,-7509.0,4595.0,-3980.0,-14444.0,11196.0,5618.0,-444.0,7940.0,17932.0,-140.0,1220.0,5076.0,3661.0,9676.0
-8704.0,-14396.0,-3116.0,3422.0,-9180.0,5445.0,-3888.0,-12816.0,12956.0,4611.0,-979.0,9533.0,18436.0,-1456.0,2112.0,6408.0,3018.0,10180.0
-9320.0,-14376.0,-2612.0,2373.0,-10209.0,5841.0,-4672.0,-13084.0,11172.0,3514.0,-1328.0,10500.0,16320.0,-1316.0,-904.0,10085.0,2471.0,11950.0
-11168.0,-13408.0,1156.0,2859.0,-9937.0,6068.0,-3968.0,-13112.0,10196.0,4717.0,-1245.0,12085.0,15612.0,-2752.0,948.0,11707.0,2538.0,12472.0
-9480.0,-13068.0,-596.0,4012.0,-13414.0,6844.0,-3720.0,-11176.0,10600.0,6377.0,-1086.0,13420.0,13516.0,-2684.0,876.0,10641.0,4131.0,13931.0
-9488.0,-10224.0,2092.0,3177.0,-13720.0,7505.0,-5444.0,-6024.0,12336.0,6333.0,-1596.0,15726.0,15564.0,-7056.0,7420.0,8955.0,2448.0,14157.0
-9428.0,-9132.0,4176.0,1609.0,-12741.0,6970.0,-9144.0,868.0,14640.0,4877.0,-1855.0,14985.0,13360.0,-9932.0,4648.0,13022.0,-16.0,12386.0
-10372.0,-7572.0,5752.0,-673.0,-13174.0,5735.0,-8416.0,1492.0,15012.0,1966.0,-1574.0,13466.0,12068.0,-11604.0,6328.0,11026.0,-370.0,10883.0
-10184.0,-6416.0,8972.0,-2377.0,-12538.0,4603.0,-9952.0,3668.0,14232.0,-480.0,-2591.0,12796.0,3328.0,-32768.0,14292.0,32767.0,-25903.0,-32768.0
-9680.0,-316.0,23452.0,-19010.0,-1303.0,2157.0,-18280.0,24848.0,17056.0,-402.0,-3585.0,15542.0,29764.0,1788.0,12620.0,-4075.0,-32768.0,2008.0
-12728.0,340.0,22956.0,-18498.0,-6862.0,-10330.0,-27616.0,32767.0,26768.0,-17318.0,-8928.0,-468.0,448.0,-7524.0,3228.0,3359.0,-15675.0,-16730.0
-13400.0,136.0,26132.0,-9339.0,868.0,-8664.0,-17248.0,17764.0,7352.0,-18051.0,-7654.0,-9154.0,-852.0,-5000.0,4564.0,-2057.0,2283.0,-9735.0
-14124.0,-7804.0,16024.0,-2481.0,2653.0,-6584.0,-6816.0,-28.0,9948.0,-8275.0,-5621.0,-10266.0,128.0,-6732.0,2028.0,-405.0,15957.0,-2565.0
-12436.0,-13364.0,12488.0,6855.0,-2263.0,-2806.0,-368.0,-12100.0,12388.0,471.0,-3115.0,-5576.0,6344.0,-9008.0,2180.0,-3269.0,23924.0,-1266.0
-12028.0,-13400.0,7896.0,12036.0,-1742.0,2477.0,-5032.0,-9132.0,14988.0,9898.0,218.0,-314.0,18272.0,-12932.0,6892.0,-7694.0,18894.0,-6198.0
-12172.0,-12836.0,6340.0,11117.0,-1663.0,606.0,-13136.0,3252.0,22812.0,14717.0,4461.0,-1466.0,9220.0,-8588.0,-10488.0,-32768.0,20639.0,32767.0
-12164.0,-10356.0,6256.0,5738.0,1774.0,-968.0,-12080.0,1316.0,22440.0,6828.0,3068.0,-4380.0,26440.0,-22616.0,15712.0,-15615.0,7955.0,-592.0
-12260.0,-10856.0,6408.0,-579.0,5798.0,-3222.0,-12176.0,4116.0,25500.0,-2534.0,-230.0,-5573.0,20508.0,-11928.0,11156.0,-3233.0,-805.0,-6749.0
-12416.0,-11844.0,7708.0,-3892.0,7603.0,-3744.0,-9596.0,-1648.0,18560.0,-9169.0,-726.0,-7011.0,16328.0,-12600.0,5940.0,-7712.0,-3453.0,-7793.0
-12056.0,-11580.0,6712.0,-4415.0,6554.0,-3669.0,-8468.0,-4184.0,13916.0,-8103.0,-529.0,-7176.0,10848.0,-7052.0,1812.0,-4105.0,-3128.0,-7469.0
-12352.0,-11536.0,6380.0,-955.0,7059.0,-1441.0,-5956.0,-8036.0,11092.0,-5636.0,153.0,-6320.0,10044.0,-7168.0,644.0,-7845.0,-519.0,-3919.0
-11688.0,-10732.0,5652.0,1656.0,6947.0,-70.0,-7712.0,-5796.0,11304.0,2223.0,4532.0,-4816.0,10596.0,-7248.0,212.0,-9563.0,3443.0,-1986.0
-12888.0,-8920.0,5136.0,2404.0,6606.0,-735.0,-9256.0,-2872.0,12096.0,3763.0,4980.0,-4850.0,14528.0,-9868.0,4376.0,-13140.0,5268.0,-1939.0
-10076.0,-8132.0,4376.0,128.0,6619.0,-1399.0,-10640.0,-64.0,13836.0,1020.0,2498.0,-5344.0,16048.0,-10624.0,6072.0,-9791.0,3030.0,-4569.0
-9716.0,-8756.0,4184.0,-2156.0,6478.0,-3461.0,-10036.0,-348.0,13708.0,-3284.0,107.0,-7120.0,15228.0,-9652.0,4932.0,-7321.0,854.0,-7305.0
-9500.0,-10592.0,2484.0,-3319.0,6414.0,-4732.0,-7624.0,-4720.0,12072.0,-5888.0,-1625.0,-8029.0,13580.0,-6092.0,2244.0,-4547.0,-1013.0,-8223.0
